task,area of research,notable human research,Human Feasibility,Research Significance,Current AI Replaceability,AI Replaceability in 10 Years,Theoretical Maximum AI Replaceability,Specification Extractability,Parameter Explicitness,Execution Determinism,Tool-chain Maturity,Interpretive Judgement Load,Evaluation / Ground-Truth Availability,Robustness Tractability,Verification Cost,Human Feasibility — Explanation,Research Significance — Explanation,Current AI Replaceability — Explanation,AI Replaceability in 10 Years — Explanation,Theoretical Maximum AI Replaceability — Explanation,Specification Extractability — Explanation,Parameter Explicitness — Explanation,Execution Determinism — Explanation,Tool-chain Maturity — Explanation,Interpretive Judgement Load — Explanation,Evaluation / Ground-Truth Availability — Explanation,Robustness Tractability — Explanation,Verification Cost — Explanation
Collexeme analysis (construction–lexeme attraction),Collostructional Analysis,"Stefanowitsch, A., & Gries, S. Th. (2003). Collostructions: Investigating the interaction of words and constructions. International Journal of Corpus Linguistics, 8(2), 209–243.",9,8,9,9,10,9,9,10,9,2,9,10,2,"A trained corpus linguist can perform Collexeme analysis (construction–lexeme attraction), but the workload and annotation burden justify a feasibility score of 9.","Collexeme analysis (construction–lexeme attraction) addresses a recognized corpus-linguistic research operation, giving it a research significance score of 8.","Today's AI can automate much of Collexeme analysis (construction–lexeme attraction) when corpora and parameters are provided, yielding a current replaceability score of 9.","Expected gains in language modelling, parsing, and corpus tooling should make Collexeme analysis (construction–lexeme attraction) more automatable, so the ten-year score is 9.","With ideal corpora, metadata, and validation signals, Collexeme analysis (construction–lexeme attraction) has an upper-bound AI replaceability score of 10.",Published descriptions of Collexeme analysis (construction–lexeme attraction) can be converted into executable steps to the extent reflected by a score of 9.,"The literature for Collexeme analysis (construction–lexeme attraction) reports the needed thresholds, windows, corpora, or feature settings with explicitness scored at 9.","Given fixed inputs and settings, Collexeme analysis (construction–lexeme attraction) produces repeatable outputs to the degree indicated by a determinism score of 10.","Existing corpus, NLP, or statistical software can support Collexeme analysis (construction–lexeme attraction) end-to-end with tool-chain maturity scored at 9.",Collexeme analysis (construction–lexeme attraction) requires qualitative or theoretical human judgement at the level represented by a judgement-load score of 2.,"Replication of Collexeme analysis (construction–lexeme attraction) can be checked against published tables, rankings, counts, or classifications with ground-truth availability scored at 9.",Parameters in Collexeme analysis (construction–lexeme attraction) can be varied systematically for sensitivity analysis with robustness tractability scored at 10.,Auditing AI output for Collexeme analysis (construction–lexeme attraction) would require human effort at the level represented by a verification-cost score of 2.
Distinctive collexeme analysis (near-synonymous construction comparison),Collostructional Analysis,"Gries, S. Th., & Stefanowitsch, A. (2004). Extending collostructional analysis: A corpus-based perspective on 'alternations'. International Journal of Corpus Linguistics, 9(1), 97–129.",7,8,7,9,10,7,7,8,8,5,7,8,4,"A trained corpus linguist can perform Distinctive collexeme analysis (near-synonymous construction comparison), but the workload and annotation burden justify a feasibility score of 7.","Distinctive collexeme analysis (near-synonymous construction comparison) addresses a recognized corpus-linguistic research operation, giving it a research significance score of 8.","Today's AI can automate much of Distinctive collexeme analysis (near-synonymous construction comparison) when corpora and parameters are provided, yielding a current replaceability score of 7.","Expected gains in language modelling, parsing, and corpus tooling should make Distinctive collexeme analysis (near-synonymous construction comparison) more automatable, so the ten-year score is 9.","With ideal corpora, metadata, and validation signals, Distinctive collexeme analysis (near-synonymous construction comparison) has an upper-bound AI replaceability score of 10.",Published descriptions of Distinctive collexeme analysis (near-synonymous construction comparison) can be converted into executable steps to the extent reflected by a score of 7.,"The literature for Distinctive collexeme analysis (near-synonymous construction comparison) reports the needed thresholds, windows, corpora, or feature settings with explicitness scored at 7.","Given fixed inputs and settings, Distinctive collexeme analysis (near-synonymous construction comparison) produces repeatable outputs to the degree indicated by a determinism score of 8.","Existing corpus, NLP, or statistical software can support Distinctive collexeme analysis (near-synonymous construction comparison) end-to-end with tool-chain maturity scored at 8.",Distinctive collexeme analysis (near-synonymous construction comparison) requires qualitative or theoretical human judgement at the level represented by a judgement-load score of 5.,"Replication of Distinctive collexeme analysis (near-synonymous construction comparison) can be checked against published tables, rankings, counts, or classifications with ground-truth availability scored at 7.",Parameters in Distinctive collexeme analysis (near-synonymous construction comparison) can be varied systematically for sensitivity analysis with robustness tractability scored at 8.,Auditing AI output for Distinctive collexeme analysis (near-synonymous construction comparison) would require human effort at the level represented by a verification-cost score of 4.
Behavioural profile analysis (polysemy clustering via ID tags),Corpus-Based Cognitive Linguistics,"Gries, S. Th., & Divjak, D. (2009). Behavioral profiles: A corpus-based approach to cognitive semantic analysis. In V. Evans & S. Pourcel (Eds.), New directions in cognitive linguistics (pp. 57–75). John Benjamins.",7,8,7,9,10,7,7,8,8,5,7,8,4,"A trained corpus linguist can perform Behavioural profile analysis (polysemy clustering via ID tags), but the workload and annotation burden justify a feasibility score of 7.","Behavioural profile analysis (polysemy clustering via ID tags) addresses a recognized corpus-linguistic research operation, giving it a research significance score of 8.","Today's AI can automate much of Behavioural profile analysis (polysemy clustering via ID tags) when corpora and parameters are provided, yielding a current replaceability score of 7.","Expected gains in language modelling, parsing, and corpus tooling should make Behavioural profile analysis (polysemy clustering via ID tags) more automatable, so the ten-year score is 9.","With ideal corpora, metadata, and validation signals, Behavioural profile analysis (polysemy clustering via ID tags) has an upper-bound AI replaceability score of 10.",Published descriptions of Behavioural profile analysis (polysemy clustering via ID tags) can be converted into executable steps to the extent reflected by a score of 7.,"The literature for Behavioural profile analysis (polysemy clustering via ID tags) reports the needed thresholds, windows, corpora, or feature settings with explicitness scored at 7.","Given fixed inputs and settings, Behavioural profile analysis (polysemy clustering via ID tags) produces repeatable outputs to the degree indicated by a determinism score of 8.","Existing corpus, NLP, or statistical software can support Behavioural profile analysis (polysemy clustering via ID tags) end-to-end with tool-chain maturity scored at 8.",Behavioural profile analysis (polysemy clustering via ID tags) requires qualitative or theoretical human judgement at the level represented by a judgement-load score of 5.,"Replication of Behavioural profile analysis (polysemy clustering via ID tags) can be checked against published tables, rankings, counts, or classifications with ground-truth availability scored at 7.",Parameters in Behavioural profile analysis (polysemy clustering via ID tags) can be varied systematically for sensitivity analysis with robustness tractability scored at 8.,Auditing AI output for Behavioural profile analysis (polysemy clustering via ID tags) would require human effort at the level represented by a verification-cost score of 4.
Idiolectal style marker profiling,Forensic Linguistics,"Grant, T. (2013). TXT 4N6: Method, consistency, and distinctiveness in the analysis of SMS text messages. Journal of Law and Policy, 21(2), 467–494.",7,8,7,9,10,7,7,8,8,5,7,8,4,"A trained corpus linguist can perform Idiolectal style marker profiling, but the workload and annotation burden justify a feasibility score of 7.","Idiolectal style marker profiling addresses a recognized corpus-linguistic research operation, giving it a research significance score of 8.","Today's AI can automate much of Idiolectal style marker profiling when corpora and parameters are provided, yielding a current replaceability score of 7.","Expected gains in language modelling, parsing, and corpus tooling should make Idiolectal style marker profiling more automatable, so the ten-year score is 9.","With ideal corpora, metadata, and validation signals, Idiolectal style marker profiling has an upper-bound AI replaceability score of 10.",Published descriptions of Idiolectal style marker profiling can be converted into executable steps to the extent reflected by a score of 7.,"The literature for Idiolectal style marker profiling reports the needed thresholds, windows, corpora, or feature settings with explicitness scored at 7.","Given fixed inputs and settings, Idiolectal style marker profiling produces repeatable outputs to the degree indicated by a determinism score of 8.","Existing corpus, NLP, or statistical software can support Idiolectal style marker profiling end-to-end with tool-chain maturity scored at 8.",Idiolectal style marker profiling requires qualitative or theoretical human judgement at the level represented by a judgement-load score of 5.,"Replication of Idiolectal style marker profiling can be checked against published tables, rankings, counts, or classifications with ground-truth availability scored at 7.",Parameters in Idiolectal style marker profiling can be varied systematically for sensitivity analysis with robustness tractability scored at 8.,Auditing AI output for Idiolectal style marker profiling would require human effort at the level represented by a verification-cost score of 4.
Speech-act frequency profiling in spoken corpora,Corpus Pragmatics,"Aijmer, K., & Rühlemann, C. (Eds.). (2015). Corpus pragmatics: A handbook. Cambridge University Press.",8,8,8,9,10,8,8,9,8,3,8,9,3,"A trained corpus linguist can perform Speech-act frequency profiling in spoken corpora, but the workload and annotation burden justify a feasibility score of 8.","Speech-act frequency profiling in spoken corpora addresses a recognized corpus-linguistic research operation, giving it a research significance score of 8.","Today's AI can automate much of Speech-act frequency profiling in spoken corpora when corpora and parameters are provided, yielding a current replaceability score of 8.","Expected gains in language modelling, parsing, and corpus tooling should make Speech-act frequency profiling in spoken corpora more automatable, so the ten-year score is 9.","With ideal corpora, metadata, and validation signals, Speech-act frequency profiling in spoken corpora has an upper-bound AI replaceability score of 10.",Published descriptions of Speech-act frequency profiling in spoken corpora can be converted into executable steps to the extent reflected by a score of 8.,"The literature for Speech-act frequency profiling in spoken corpora reports the needed thresholds, windows, corpora, or feature settings with explicitness scored at 8.","Given fixed inputs and settings, Speech-act frequency profiling in spoken corpora produces repeatable outputs to the degree indicated by a determinism score of 9.","Existing corpus, NLP, or statistical software can support Speech-act frequency profiling in spoken corpora end-to-end with tool-chain maturity scored at 8.",Speech-act frequency profiling in spoken corpora requires qualitative or theoretical human judgement at the level represented by a judgement-load score of 3.,"Replication of Speech-act frequency profiling in spoken corpora can be checked against published tables, rankings, counts, or classifications with ground-truth availability scored at 8.",Parameters in Speech-act frequency profiling in spoken corpora can be varied systematically for sensitivity analysis with robustness tractability scored at 9.,Auditing AI output for Speech-act frequency profiling in spoken corpora would require human effort at the level represented by a verification-cost score of 3.
Variationist frequency analysis with mixed-effects modelling,Corpus-Based Sociolinguistics,"Tagliamonte, S. A., & Baayen, R. H. (2012). Models, forests, and trees of York English: Was/were variation as a case study for statistical practice. Language Variation and Change, 24(2), 135–178.",8,8,8,9,10,8,8,9,8,3,8,9,3,"A trained corpus linguist can perform Variationist frequency analysis with mixed-effects modelling, but the workload and annotation burden justify a feasibility score of 8.","Variationist frequency analysis with mixed-effects modelling addresses a recognized corpus-linguistic research operation, giving it a research significance score of 8.","Today's AI can automate much of Variationist frequency analysis with mixed-effects modelling when corpora and parameters are provided, yielding a current replaceability score of 8.","Expected gains in language modelling, parsing, and corpus tooling should make Variationist frequency analysis with mixed-effects modelling more automatable, so the ten-year score is 9.","With ideal corpora, metadata, and validation signals, Variationist frequency analysis with mixed-effects modelling has an upper-bound AI replaceability score of 10.",Published descriptions of Variationist frequency analysis with mixed-effects modelling can be converted into executable steps to the extent reflected by a score of 8.,"The literature for Variationist frequency analysis with mixed-effects modelling reports the needed thresholds, windows, corpora, or feature settings with explicitness scored at 8.","Given fixed inputs and settings, Variationist frequency analysis with mixed-effects modelling produces repeatable outputs to the degree indicated by a determinism score of 9.","Existing corpus, NLP, or statistical software can support Variationist frequency analysis with mixed-effects modelling end-to-end with tool-chain maturity scored at 8.",Variationist frequency analysis with mixed-effects modelling requires qualitative or theoretical human judgement at the level represented by a judgement-load score of 3.,"Replication of Variationist frequency analysis with mixed-effects modelling can be checked against published tables, rankings, counts, or classifications with ground-truth availability scored at 8.",Parameters in Variationist frequency analysis with mixed-effects modelling can be varied systematically for sensitivity analysis with robustness tractability scored at 9.,Auditing AI output for Variationist frequency analysis with mixed-effects modelling would require human effort at the level represented by a verification-cost score of 3.
Spelling-variant normalisation pipeline (VARD),Historical Corpus Linguistics,"Baron, A., & Rayson, P. (2008). VARD2: A tool for dealing with spelling variation in historical corpora. In Proceedings of the Postgraduate Conference in Corpus Linguistics. Aston University.",7,8,7,9,10,7,7,8,8,5,7,8,4,"A trained corpus linguist can perform Spelling-variant normalisation pipeline (VARD), but the workload and annotation burden justify a feasibility score of 7.","Spelling-variant normalisation pipeline (VARD) addresses a recognized corpus-linguistic research operation, giving it a research significance score of 8.","Today's AI can automate much of Spelling-variant normalisation pipeline (VARD) when corpora and parameters are provided, yielding a current replaceability score of 7.","Expected gains in language modelling, parsing, and corpus tooling should make Spelling-variant normalisation pipeline (VARD) more automatable, so the ten-year score is 9.","With ideal corpora, metadata, and validation signals, Spelling-variant normalisation pipeline (VARD) has an upper-bound AI replaceability score of 10.",Published descriptions of Spelling-variant normalisation pipeline (VARD) can be converted into executable steps to the extent reflected by a score of 7.,"The literature for Spelling-variant normalisation pipeline (VARD) reports the needed thresholds, windows, corpora, or feature settings with explicitness scored at 7.","Given fixed inputs and settings, Spelling-variant normalisation pipeline (VARD) produces repeatable outputs to the degree indicated by a determinism score of 8.","Existing corpus, NLP, or statistical software can support Spelling-variant normalisation pipeline (VARD) end-to-end with tool-chain maturity scored at 8.",Spelling-variant normalisation pipeline (VARD) requires qualitative or theoretical human judgement at the level represented by a judgement-load score of 5.,"Replication of Spelling-variant normalisation pipeline (VARD) can be checked against published tables, rankings, counts, or classifications with ground-truth availability scored at 7.",Parameters in Spelling-variant normalisation pipeline (VARD) can be varied systematically for sensitivity analysis with robustness tractability scored at 8.,Auditing AI output for Spelling-variant normalisation pipeline (VARD) would require human effort at the level represented by a verification-cost score of 4.
Forced-alignment-based duration analysis (Montreal Forced Aligner),Corpus Phonetics,"McAuliffe, M., Socolof, M., Mihuc, S., Wagner, M., & Sonderegger, M. (2017). Montreal Forced Aligner: Trainable text-speech alignment using Kaldi. In Proceedings of Interspeech 2017 (pp. 498–502).",7,8,7,9,10,7,7,8,8,5,7,8,4,"A trained corpus linguist can perform Forced-alignment-based duration analysis (Montreal Forced Aligner), but the workload and annotation burden justify a feasibility score of 7.","Forced-alignment-based duration analysis (Montreal Forced Aligner) addresses a recognized corpus-linguistic research operation, giving it a research significance score of 8.","Today's AI can automate much of Forced-alignment-based duration analysis (Montreal Forced Aligner) when corpora and parameters are provided, yielding a current replaceability score of 7.","Expected gains in language modelling, parsing, and corpus tooling should make Forced-alignment-based duration analysis (Montreal Forced Aligner) more automatable, so the ten-year score is 9.","With ideal corpora, metadata, and validation signals, Forced-alignment-based duration analysis (Montreal Forced Aligner) has an upper-bound AI replaceability score of 10.",Published descriptions of Forced-alignment-based duration analysis (Montreal Forced Aligner) can be converted into executable steps to the extent reflected by a score of 7.,"The literature for Forced-alignment-based duration analysis (Montreal Forced Aligner) reports the needed thresholds, windows, corpora, or feature settings with explicitness scored at 7.","Given fixed inputs and settings, Forced-alignment-based duration analysis (Montreal Forced Aligner) produces repeatable outputs to the degree indicated by a determinism score of 8.","Existing corpus, NLP, or statistical software can support Forced-alignment-based duration analysis (Montreal Forced Aligner) end-to-end with tool-chain maturity scored at 8.",Forced-alignment-based duration analysis (Montreal Forced Aligner) requires qualitative or theoretical human judgement at the level represented by a judgement-load score of 5.,"Replication of Forced-alignment-based duration analysis (Montreal Forced Aligner) can be checked against published tables, rankings, counts, or classifications with ground-truth availability scored at 7.",Parameters in Forced-alignment-based duration analysis (Montreal Forced Aligner) can be varied systematically for sensitivity analysis with robustness tractability scored at 8.,Auditing AI output for Forced-alignment-based duration analysis (Montreal Forced Aligner) would require human effort at the level represented by a verification-cost score of 4.
MLU and morpheme-emergence profiling on CHILDES data,Child Language Corpora,"MacWhinney, B. (2000). The CHILDES project: Tools for analyzing talk (3rd ed.). Lawrence Erlbaum Associates.",7,8,7,9,10,7,7,8,8,5,7,8,4,"A trained corpus linguist can perform MLU and morpheme-emergence profiling on CHILDES data, but the workload and annotation burden justify a feasibility score of 7.","MLU and morpheme-emergence profiling on CHILDES data addresses a recognized corpus-linguistic research operation, giving it a research significance score of 8.","Today's AI can automate much of MLU and morpheme-emergence profiling on CHILDES data when corpora and parameters are provided, yielding a current replaceability score of 7.","Expected gains in language modelling, parsing, and corpus tooling should make MLU and morpheme-emergence profiling on CHILDES data more automatable, so the ten-year score is 9.","With ideal corpora, metadata, and validation signals, MLU and morpheme-emergence profiling on CHILDES data has an upper-bound AI replaceability score of 10.",Published descriptions of MLU and morpheme-emergence profiling on CHILDES data can be converted into executable steps to the extent reflected by a score of 7.,"The literature for MLU and morpheme-emergence profiling on CHILDES data reports the needed thresholds, windows, corpora, or feature settings with explicitness scored at 7.","Given fixed inputs and settings, MLU and morpheme-emergence profiling on CHILDES data produces repeatable outputs to the degree indicated by a determinism score of 8.","Existing corpus, NLP, or statistical software can support MLU and morpheme-emergence profiling on CHILDES data end-to-end with tool-chain maturity scored at 8.",MLU and morpheme-emergence profiling on CHILDES data requires qualitative or theoretical human judgement at the level represented by a judgement-load score of 5.,"Replication of MLU and morpheme-emergence profiling on CHILDES data can be checked against published tables, rankings, counts, or classifications with ground-truth availability scored at 7.",Parameters in MLU and morpheme-emergence profiling on CHILDES data can be varied systematically for sensitivity analysis with robustness tractability scored at 8.,Auditing AI output for MLU and morpheme-emergence profiling on CHILDES data would require human effort at the level represented by a verification-cost score of 4.
CEFR-aligned lexical profiling (EVP / TAALES),Language Testing / Assessment,"Kyle, K., Crossley, S., & Berger, C. (2018). The tool for the automatic analysis of lexical sophistication (TAALES): Version 2.0. Behavior Research Methods, 50(3), 1030–1046.",7,8,7,9,10,7,7,8,8,5,7,8,4,"A trained corpus linguist can perform CEFR-aligned lexical profiling (EVP / TAALES), but the workload and annotation burden justify a feasibility score of 7.","CEFR-aligned lexical profiling (EVP / TAALES) addresses a recognized corpus-linguistic research operation, giving it a research significance score of 8.","Today's AI can automate much of CEFR-aligned lexical profiling (EVP / TAALES) when corpora and parameters are provided, yielding a current replaceability score of 7.","Expected gains in language modelling, parsing, and corpus tooling should make CEFR-aligned lexical profiling (EVP / TAALES) more automatable, so the ten-year score is 9.","With ideal corpora, metadata, and validation signals, CEFR-aligned lexical profiling (EVP / TAALES) has an upper-bound AI replaceability score of 10.",Published descriptions of CEFR-aligned lexical profiling (EVP / TAALES) can be converted into executable steps to the extent reflected by a score of 7.,"The literature for CEFR-aligned lexical profiling (EVP / TAALES) reports the needed thresholds, windows, corpora, or feature settings with explicitness scored at 7.","Given fixed inputs and settings, CEFR-aligned lexical profiling (EVP / TAALES) produces repeatable outputs to the degree indicated by a determinism score of 8.","Existing corpus, NLP, or statistical software can support CEFR-aligned lexical profiling (EVP / TAALES) end-to-end with tool-chain maturity scored at 8.",CEFR-aligned lexical profiling (EVP / TAALES) requires qualitative or theoretical human judgement at the level represented by a judgement-load score of 5.,"Replication of CEFR-aligned lexical profiling (EVP / TAALES) can be checked against published tables, rankings, counts, or classifications with ground-truth availability scored at 7.",Parameters in CEFR-aligned lexical profiling (EVP / TAALES) can be varied systematically for sensitivity analysis with robustness tractability scored at 8.,Auditing AI output for CEFR-aligned lexical profiling (EVP / TAALES) would require human effort at the level represented by a verification-cost score of 4.
